Title,Authors,Year,DOI,PubMed IDs,Full Authors,distr,Cited By Count
An Investigation of the Knowledge Overlap between Pharmacogenomics and Disease Genetics.,"Binglan Li, Michelle Whirl-Carrillo, Matt W. Wright, Larry Babb, Heidi L. Rehm, Teri E. Klein",2022,10.1142/9789811250477_0035,34890165,"{57201666615: 'Binglan Li', 6506303152: 'Michelle Whirl-Carrillo', 57212763328: 'Matt W. Wright', 53871037400: 'Lawrence J. Babb', 57195311049: 'Heidi L. Rehm', 57216996717: 'Teri E. Klein'}","[4.1264342e-05 4.1264342e-05 3.2227449e-02 1.4776760e-01 3.1860197e-01
 4.0067673e-02 5.9049275e-02 8.6655113e-04 4.1264342e-05 1.8573080e-01
 2.5171249e-03 2.0760091e-01 5.4056291e-03 4.1264342e-05]",2
Detection of Mild Cognitive Impairment from Language Markers with Crossmodal Augmentation.,"Guangliang Liu, Zhiyu Xue, Liang Zhan, Hiroko Dodge, Jiayu Zhou",2023,10.1142/9789811270611_0002,36540960,"{57375346000: 'Guangliang Liu', 58022080300: 'Zhiyu Xue', 13607219600: 'Liang Zhan', 7006183742: 'Hiroko Hayama Dodge', 57201959673: 'Jiayu Zhou'}","[4.1538591e-05 6.6877133e-03 4.8641689e-02 4.5692452e-04 1.5539587e-01
 4.7810916e-02 5.6949411e-02 5.4457095e-02 4.4903215e-02 9.3918756e-02
 4.5862758e-01 8.7231037e-04 1.5826203e-02 1.5410816e-02]",2
How Fitbit data are being made available to registered researchers in All of Us Research Program.,"Hiral Master, Aymone Kouame, Kayla Marginean, Melissa Basford, Paul Harris, Michelle Holko",2023,10.1142/9789811286421_0003,36540961,"{55655567400: 'Sergey P. Pakhomov', 57219453269: 'Jacob Solinsky', 56023324400: 'Martin Michalowski', 23975811700: 'V. Bachanova'}","[8.4076004e-05 4.4644356e-02 3.7842610e-01 8.4076004e-05 4.0533042e-01
 4.0440556e-02 8.4076004e-05 8.4076004e-05 3.4471161e-03 8.9204639e-02
 8.4076004e-05 3.2032955e-02 5.9693963e-03 8.4076004e-05]",1
How Fitbit data are being made available to registered researchers in All of Us Research Program.,"Hiral Master, Aymone Kouame, Kayla Marginean, Melissa Basford, Paul Harris, Michelle Holko",2023,10.1142/9789811286421_0003,36540961,"{55655567400: 'Sergey P. Pakhomov', 57219453269: 'Jacob Solinsky', 56023324400: 'Martin Michalowski', 23975811700: 'V. Bachanova'}",,1
Risk for Poor Post-Operative Quality of Life Among Wearable Use Subgroups in an All of Us Research Cohort.,"Nidhi Soley, Shanshan Song, Natalie Flaks-Manov, Casey Overby Taylor",2023,10.1142/9789811270611_0004,36540962,"{58023143800: 'Nidhi Soley', 57221936193: 'Shanshan Song', 55487101900: 'Natalie Flaks-Manov', 35090434700: 'Casey Overby Taylor'}","[2.5354969e-04 1.5466532e-02 9.1531441e-02 2.5354969e-04 4.5917851e-01
 1.9041581e-01 2.5354969e-04 7.8600403e-03 2.5354969e-04 2.5354969e-04
 4.8427995e-02 1.8534483e-01 2.5354969e-04 2.5354969e-04]",1
Feasibility of Using an Armband Optical Heart Rate Sensor in Naturalistic Environment.,"Hang Yu, Michael Kotlyar, Sheena Dufresne, Paul Thuras, Serguei Pakhomov ",2023,10.1142/9789811270611_0005,36540963,"{57110989100: 'Hang Yu', 6604074182: 'Michael Kotlyar', 57213264230: 'Sheena R. Dufresne', 7004693056: 'Paul D. Thuras', 55655567400: 'Sergey P. Pakhomov'}","[5.5114637e-05 2.0949075e-01 1.1304013e-01 5.5114637e-05 2.3263890e-01
 2.3484348e-01 5.5114637e-05 3.4777336e-02 3.0919312e-02 1.1574073e-03
 2.1549823e-02 1.1634700e-01 5.5114637e-05 5.0154324e-03]",0
Mutual interactors as a principle for phenotype discovery in molecular interaction networks.,"Sabri Eyuboglu, Marinka Zitnik, Jure Leskovec",2023,10.1142/9789811270611_0007,36540965,"{57222603523: 'Sabri Eyuboglu', 55176740400: 'Marinka Å½itnik', 12241436100: 'Jure Leskovec'}","[3.7616614e-05 9.4417697e-03 1.2074932e-02 2.0354348e-01 5.3039426e-03
 7.5647011e-02 3.7616614e-05 3.7616614e-05 1.1815378e-01 9.4417697e-03
 1.4034759e-01 5.4205541e-02 3.7093741e-01 7.8994886e-04]",0
Prediction of Kinase-Substrate Associations Using The Functional Landscape of Kinases and Phosphorylation Sites.,"Marzieh Ayati, Serhan Yilmaz, Filipa Blasco Tavares Pereira Lopes, Mark Chance, Mehmet Koyuturk",2023,10.1142/9789811270611_0008,36540966,"{37051792700: 'Marzieh Ayati', 57219785605: 'Serhan YÄ±lmaz', 57206674438: 'Filipa Blasco Tavares Pereira Lopes', 7102769823: 'Mark R. Chance', 8897820600: 'Mehmet KoyutÃ¼rk'}","[1.1684240e-01 6.8623889e-03 1.6406108e-02 3.6816034e-01 7.7713151e-03
 1.6592439e-01 3.6811493e-03 4.5446286e-05 5.5035450e-02 1.6406108e-02
 1.9955464e-01 4.5446286e-05 4.3219417e-02 4.5446286e-05]",0
A Graph Coarsening Algorithm for Compressing Representations of Single-Cell Data with Clinical or Experimental Attributes.,"Chi-Jane Chen, Emma Crawford, and Natalie Stanley",2023,10.1142/9789811270611_0009,36540967,"{57954510600: 'Chi Jane Chen', 57954510700: 'Emma Crawford', 57205138346: 'Natalie Stanley'}","[4.8985989e-05 1.6704222e-02 1.0825904e-02 6.0791612e-02 4.8985989e-05
 1.4945626e-01 1.0287057e-03 1.6856079e-01 2.4742824e-01 4.8985989e-05
 3.0670127e-01 3.1400017e-02 1.5185656e-03 5.4374449e-03]",0
Time-aware Embeddings of Clinical Data using a Knowledge Graph.,"Karthik Soman, Charlotte A. Nelson, Gabriel Cerono, Sergio E. Baranzini",2023,10.1142/9789811270611_0010,36540968,"{57203998162: 'Karthik Soman', 57195939920: 'Charlotte A. Nelson', 57918698800: 'Gabriel Cerono', 6601933310: 'Sergio Enrique Baranzini'}","[6.0117833e-05 1.5576530e-01 2.1101357e-02 3.0720210e-02 7.2201513e-02
 1.9363953e-01 6.0117833e-05 7.2742575e-03 5.4166164e-02 7.8754360e-03
 2.2730552e-01 2.2009137e-01 9.6789710e-03 6.0117833e-05]",2
Contrastive learning of protein representations with graph neural networks for structural and functional annotations.,"Jiaqi Luo, Yunan Luo",2023,10.1142/9789811270611_0011,36540969,"{58597425000: 'Jiaqi Luo', 57201793688: 'Yunan Luo'}","[1.1217584e-01 1.1865928e-02 1.6351329e-02 4.0776384e-05 4.0776384e-05
 1.2196217e-01 4.0776384e-05 4.0776384e-05 8.1185780e-02 7.5884856e-02
 4.9669713e-01 8.5630402e-04 6.9360629e-02 1.3496983e-02]",1
Selecting Clustering Algorithms for Identity-By-Descent Mapping.,"Ruhollah Shemirani, Gillian M Belbin, Keith Burghardt, Kristina Lerman, Christy L Avery, Eimear E Kenny, Christopher R Gignoux, Jose-Luis Ambite",2023,10.1142/9789811270611_0012,36540970,"{57203481499: 'Ruhollah Shemirani', 55510867300: 'Gillian Morven Belbin', 57164656600: 'Keith A. Burghardt', 6603963324: 'Kristina Lerman', 57205251859: 'Christy L. Avery', 57202315133: 'Eimear E. Kenny', 57216997373: 'Christopher R. Gignoux', 55666091900: 'JosÃ¨ Luis Ambite'}",,1
Efficient Reconstruction of Stochastic Pedigrees: Some Steps From Theory to Practice.,"Elchanan Mossel, David Vulakh",2023,10.1142/9789811270611_0013,36540971,"{7004554866: 'Elchanan Mossel', 57554381600: 'David Vulakh'}","[5.1192794e-05 7.0185319e-02 2.9231083e-02 5.1192794e-05 5.1192794e-05
 1.1472305e-01 1.8588103e-01 5.1192794e-05 4.7512028e-01 1.5409030e-02
 2.1040237e-02 1.0750486e-03 5.1192794e-05 8.7078944e-02]",0
Graph algorithms for predicting subcellular localization at the pathway level.,"Chris S Magnano, Anthony Gitter",2023,10.1142/9789811270611_0014,36540972,"{57212739990: 'Chris S. Magnano', 27867713200: 'Anthony Gitter'}","[4.3040374e-05 2.2854438e-02 6.4990968e-03 2.3762590e-01 1.7646552e-03
 1.0592236e-01 4.3040374e-05 4.7387451e-02 1.5240596e-01 5.1261086e-02
 2.4494275e-01 4.3040374e-05 1.2916416e-01 4.3040374e-05]",2
Improving target-disease association prediction through a graph neural network with credibility information.,"Chang Liu, Cuinan Yu, Yipin Lei, Kangbo Lyu, Tingzhong Tian, Qianhao Li, Dan Zhao, Fengfeng Zhou, and Jianyang Zeng",2023,10.1142/9789811270611_0015,36540973,"{57190496811: 'Chang Liu', 58595898800: 'Cuinan Yu', 57222304534: 'Yipin Lei', 58022489000: 'Kangbo Lyu', 57219761822: 'Tingzhong Tian', 58021853500: 'Qianhao Li', 56673231400: 'Dan Zhao', 55634210800: 'Fengfeng Zhou', 33468010200: 'Jianyang Zeng'}","[0.00043215 0.00043215 0.07389802 0.22082973 0.1300778  0.0911841
 0.00043215 0.00043215 0.00475367 0.07389802 0.380726   0.02203976
 0.00043215 0.00043215]",1
Integrated Graph Propagation and Optimization with Biological Applications.,"Krithika Krishnan, Tiange Shi, Han Yu, Rachael Hageman Blair",2023,10.1142/9789811270611_0016,36540974,"{58022711800: 'Krithika Krishnan', 58022071200: 'Tiange Shi', 55758121800: 'Han Yu', 55221038100: 'Rachael Hageman-Blair'}","[4.6742080e-05 3.4173134e-01 2.5754886e-02 2.1412547e-01 5.1416288e-04
 1.4821914e-01 5.1416288e-04 4.6742080e-05 2.0617932e-01 1.7808732e-02
 1.7341310e-02 7.0580542e-03 2.0613257e-02 4.6742080e-05]",0
A transfer learning approach based on random forest with application to breast cancer prediction in underrepresented populations.,"Tian Gu, Yi Han, Rui Duan",2023,10.1142/9789811270611_0018,36540976,"{57203067368: 'Tian Gu', 58022084400: 'Yi Han', 55975296400: 'Rui Duan'}","[4.4490076e-03 1.0266940e-03 2.4493985e-02 4.5516767e-02 2.8752321e-01
 2.7627847e-01 6.0183827e-02 4.4490076e-03 5.1383592e-02 1.4715948e-02
 2.2396597e-01 5.4268115e-03 5.3779210e-04 4.8890193e-05]",2
FairPRS: adjusting for admixed populations in polygenic risk scores using invariant risk minimization.,"Diego Machado Reyes, Aritra Bose, Ehud Karavani, Laxmi Parida",2023,10.1142/9789811270611_0019,36540977,"{57285994200: 'Diego Machado-Reyes', 57193539025: 'Aritra Bose', 57204591401: 'Ehud Karavani', 6701798270: 'Laxmi P. Parida'}","[5.4218173e-05 2.2229450e-03 5.3730208e-02 5.4218173e-05 3.7470177e-01
 1.8385383e-01 9.8731294e-02 4.9338541e-03 9.1682933e-02 1.1385815e-03
 1.8439601e-01 5.4218173e-05 4.3916721e-03 5.4218173e-05]",0
Using Association Rules to Understand the Risk of Adverse Pregnancy Outcomes in a Diverse Population.,"Hoyin Chu, Rashika Ramola, Shantanu Jain, David M. Haas, Sriraam Natarajan, Predrag Radivojac",2023,10.1142/9789811270611_0020,36540978,"{57719664500: 'Hoyin Chu', 57207710350: 'Rashika Ramola', 57191348565: 'Shantanu Jain', 7202674059: 'David M. Haas', 57203254125: 'Sriraam Natarajan', 6602502392: 'Predrag Radivojac'}","[3.9629074e-05 2.4213362e-02 2.1439329e-02 5.5876994e-03 6.2459379e-01
 2.0611081e-01 3.9629074e-05 3.9629074e-05 4.1253865e-02 3.5309505e-02
 3.9629074e-05 4.0064994e-02 1.2285012e-03 3.9629074e-05]",1
The Role of Global and Local Ancestry on Clopidogrel Response in African Americans.,"Guang Yang, Cristina Alarcon, Paula Friedman, Li Gong, Teri Klein, Travis OÃ¢ÂÂBrien, Edith A. Nutescu, Matthew Tuck, David Meltzer, Minoli A Perera",2023,10.1142/9789811270611_0021,36540979,"{55773782900: 'Guang Yang', 7004927724: 'Cristina AlarcÃ³n', 7201361573: 'Paula N. Friedman', 35740518400: 'Li Gong', 57216996717: 'Teri E. Klein', 37034619800: 'Travis J. OâBrien', 7004211120: 'Edith A. Nutescu', 55768247700: 'Matthew G. Tuck', 7004705151: 'David O. Meltzer', 7005775097: 'M. A. Perera'}","[1.3357234e-02 5.2619409e-03 5.2619409e-03 7.0024282e-02 4.5744187e-01
 3.9377816e-02 2.8397131e-01 1.2142939e-03 1.1044293e-02 6.9966465e-03
 5.7823523e-05 8.0432519e-02 1.6248411e-02 9.3095871e-03]",1
Leveraging Multi-Ancestry Polygenic Risk Scores for Body Mass Index to Predict Antiretroviral Therapy-Induced Weight Gain.,"Karl Keat, Daniel Hui, Brenda Xiao, Yuki Bradford, Zinhle Cindi, Eric S. Daar, Roy Gulick, Sharon A. Riddler, Phumla Sinxadi, David W. Haas, Marylyn D. Ritchie",2023,10.1142/9789811270611_0022,36540980,"{57903399400: 'Karl Keat', 57224636993: 'Daniel H. Hui', 57222610399: 'Brenda Xiao', 6506981950: 'Yuki Bradford', 57191537205: 'Zinhle Cindi', 7006098438: 'Eric S. Daar', 7003695833: 'Roy M. Gulick', 6701793224: 'Sharon A. Riddler', 24778832200: 'Phumla Zuleika Sinxadi', 7202674008: 'David William Haas', 7102927061: 'Marylyn D. Ritchie'}","[4.89380436e-05 1.08153075e-02 1.51707930e-03 4.06675152e-02
 6.60712540e-01 1.01350695e-01 1.22394048e-01 1.47303510e-02
 4.89380436e-05 4.89380436e-05 3.08799054e-02 8.36840551e-03
 6.90026442e-03 1.51707930e-03]",2
Fine-scale subpopulation detection via an SNP-based unsupervised method: A case study on the 1000 Genomes Project resources.,"Kridsadakorn Chaichoompu, Alisa Wilantho, Pongsakorn Wangkumhang, Sissades Tongsima, Bruno Cavadas, LuÃÂ­sa Pereira, Kristel Van Steen",2023,10.1142/9789811270611_0023,36540981,"{15922137400: 'Kridsadakorn Chaichoompu', 55760394500: 'Alisa Wilantho', 21744236400: 'Pongsakorn Wangkumhang', 55910026300: 'Sissades Tongsima', 25631686900: 'Bruno Cavadas', 57189891644: 'LuÃ­sa Pereira', 6602167158: 'Kristel Van Steen'}","[4.5016659e-05 1.2199515e-02 4.9563341e-02 4.5016659e-05 5.3614840e-02
 3.3406860e-01 2.4583596e-01 1.7425948e-01 1.2609166e-01 4.0965159e-03
 4.5016659e-05 4.5016659e-05 4.5016659e-05 4.5016659e-05]",1
Self-omics: A Self-supervised Learning Framework for Multi-omics Cancer Data.,"Sayed Hashim, Karthik Nandakumar, Mohammad Yaqub",2023,10.1142/9789811270611_0025,36540983,"{57456694900: 'Sayed Hashim', 8950463600: 'Karthik Nandakumar', 53165416500: 'Mohammad K. Yaqub'}","[5.28429518e-05 5.81272470e-04 4.12703417e-02 8.24878514e-02
 1.43204397e-02 1.03625029e-01 5.28429518e-05 6.18790947e-02
 5.76516576e-02 1.74910165e-02 5.77097833e-01 1.00930035e-02
 5.28429518e-05 3.33439000e-02]",2
BaySyn: Bayesian Evidence Synthesis for Multi-system Multiomic Integration.,"Rupam Bhattacharyya, Nicholas Henderson, Veerabhadran Baladandayuthapani",2023,10.1142/9789811270611_0026,36540984,"{57219753492: 'Rupam Bhattacharyya', 57191273370: 'Nicholas C. Henderson', 26657085200: 'Veerabhadran Baladandayuthapani'}","[9.2305860e-04 3.8440928e-02 2.1170795e-02 2.9570630e-01 3.3974513e-02
 2.2483921e-01 2.9776085e-05 7.6554313e-02 1.7987733e-01 6.5805148e-03
 7.0599101e-02 3.7249882e-02 6.5805148e-03 7.4737975e-03]",1
TRANS-OMIC KNOWLEDGE TRANSFER MODELING INFERS GUT MICROBIOME BIOMARKERS OF ANTI-TNF RESISTANCE IN ULCERATIVE COLITIS.,"Alan Trinh, Ran Ran, Douglas Brubaker",2023,10.1142/9789811270611_0027,36540985,"{58022294200: 'Alan Trinh', 57765443600: 'Ran Ran', 56320760800: 'Douglas K. Brubaker'}","[1.2161855e-02 1.5950594e-02 1.2919603e-02 6.5204218e-02 2.3342426e-01
 9.7029634e-02 3.7887399e-05 8.4905669e-02 2.5422445e-02 3.7887399e-05
 1.7848754e-01 2.6941729e-01 4.9632494e-03 3.7887399e-05]",1
Multi-treatment Effect Estimation from Biomedical Data.,"Raquel Aoki, Yizhou Chen, Martin Ester",2023,10.1142/9789811270611_0028,36540986,"{57219543468: 'Raquel Aoki', 57382729000: 'Yizhou Chen', 6603359026: 'Martin Ester'}","[4.5322700e-05 7.2969547e-03 1.5455040e-02 2.9505076e-02 1.9765230e-01
 2.9237673e-01 3.2224439e-02 1.4050036e-03 6.6216469e-02 1.3188906e-02
 3.1821066e-01 2.6332488e-02 4.5322700e-05 4.5322700e-05]",1
An Approach to Identifying and Quantifying Bias in Biomedical Data.,"M. Clara De Paolis Kaluza, Shantanu Jain, Predrag Radivojac",2023,10.1142/9789811270611_0029,36540987,"{57188726366: 'M. Clara de Paolis Kaluza', 57191348565: 'Shantanu Jain', 6602502392: 'Predrag Radivojac'}","[4.7790296e-03 2.7491247e-02 2.0393679e-02 4.7317124e-05 2.5598561e-02
 5.7305765e-01 4.7317124e-05 4.7317124e-05 1.1834013e-01 5.7253721e-03
 2.1297437e-01 5.2048836e-04 7.1448856e-03 3.8326869e-03]",1
Multi-objective prioritization of genes for high-throughput functional assays towards improved clinical variant classification.,"Yile Chen, Shantanu Jain, Daniel Zeiberg, Lilia M. Iakoucheva, Sean D. Mooney, Predrag Radivojac, Vikas Pejaver",2023,10.1142/9789811270611_0030,36540988,"{58022941800: 'Yile Chen', 57191348565: 'Shantanu Jain', 57224133996: 'Daniel Zeiberg', 57207017211: 'Lilia M. Iakoucheva', 57207721730: 'Sean David Mooney', 6602502392: 'Predrag Radivojac', 35318505100: 'Vikas Rao Pejaver'}","[0.05923159 0.00053362 0.08591249 0.08057632 0.42209178 0.04322306
 0.01120598 0.04322306 0.05389541 0.12326575 0.00053362 0.04322306
 0.00053362 0.03255069]",1
Acoustic-Linguistic Features for Modeling Neurological Task Score in Alzheimer's.,"Saurav K. Aryal, Howard Prioleau, Legand Burge",2023,10.1142/9789811270611_0031,36540989,"{57220072778: 'Saurav Keshari Aryal', 57901191500: 'Howard Prioleau', 7004484498: 'Legand L. Burge'}","[1.2519283e-02 8.9592980e-03 1.0033227e-01 5.9333095e-05 2.3205175e-01
 1.7034532e-01 1.8393259e-03 2.7352557e-02 2.8539218e-02 9.0245642e-02
 2.5756496e-01 6.9479056e-02 5.9333095e-05 6.5266405e-04]",1
PiTE: TCR-epitope Binding Affinity Prediction Pipeline using Transformer-based Sequence Encoder.,"Pengfei Zhang, Seojin Bang, Heewook Lee",2023,10.1142/9789811270611_0032,36540990,"{57811727100: 'Pengfei Zhang', 57811301800: 'Seojin Bang', 36098126000: 'Heewook Lee'}","[1.0812179e-01 3.2652686e-03 1.8855777e-03 4.5989702e-05 4.5989702e-05
 8.3747245e-02 5.0588674e-04 1.6602281e-02 4.3736205e-02 1.9361664e-02
 6.5080023e-01 9.2439298e-03 3.0399192e-02 3.2238778e-02]",2
Exploiting Domain Knowledge as Causal Independencies in Modeling Gestational Diabetes.,"Saurabh Mathur, Athresh Karanam, Predrag Radivojac, David M. Haas, Kristian Kersting, Sriraam Natarajan",2023,10.1142/9789811270611_0033,36540991,"{57323656300: 'Saurabh Mathur', 57224948335: 'Athresh Karanam', 6602502392: 'Predrag Radivojac', 7202674059: 'David M. Haas', 57189007679: 'Kristian Kersting', 57203254125: 'Sriraam Natarajan'}","[6.4876083e-05 1.1619307e-01 4.3531854e-02 6.4876083e-05 2.0312703e-01
 2.1026340e-01 6.4876083e-05 6.4876083e-05 1.7587908e-01 1.1742571e-02
 1.6939147e-01 5.1316984e-02 1.8230181e-02 6.4876083e-05]",2
Knowledge-Driven Mechanistic Enrichment of the Preeclampsia Ignorome.,"Tiffany J. Callahan, Adrianne L. Stefanski, Jin-Dong Kim, William A. Baumgartner Jr., Jordan M. Wyrwa, Lawrence E. Hunter",2023,10.1142/9789811270611_0034,36540992,"{57192690777: 'Tiffany J. Callahan', 55773148200: 'Adrianne L. Stefanski', 27171308600: 'Jindong Kim', 55851941991: 'William A. Baumgartner', 57224897205: 'Jordan M. Wyrwa', 57689685500: 'Lawrence E. Hunter'}","[8.6123887e-03 5.3493099e-05 3.0009627e-02 3.4936342e-01 1.2736706e-01
 4.3382902e-02 5.3493099e-05 5.1941797e-02 5.1406868e-02 1.6267252e-01
 4.5522626e-02 9.3131490e-02 3.6428798e-02 5.3493099e-05]",2
Development and application of a computable genotype model in the GA4GH Variation Representation Specification.,"Wesley Goar, Lawrence Babb, Srikar Chamala, Melissa Cline, Robert R Freimuth, Reece K Hart, Kori Kuzma, Jennifer Lee, Tristan Nelson, Andreas PrliÃÂ, Kevin Riehle, Anastasia Smith, Kathryn Stahl, Andrew D Yates, Heidi L Rehm, Alex H Wagner",2023,10.1142/9789811270611_0035,36540993,"{57953370600: 'Wesley Goar', 53871037400: 'Lawrence J. Babb', 23472194900: 'Srikar Chamala', 7102824247: 'Melissa S. Cline', 6603368370: 'Robert R. Freimuth', 57132027400: 'Reece K. Hart', 57954524200: 'Kori Kuzma', 57222025118: 'Jennifer M. Lee', 57189439531: 'Tristan H. Nelson', 8975983000: 'Andreas PrliÄ', 54389701100: 'Kevin P. Riehle', 57953370700: 'Anastasia L. Smith', 57953370800: 'Kathryn Stahl', 8910970500: 'Andrew D. Yates', 57195311049: 'Heidi L. Rehm', 55049381800: 'Alex H. Wagner'}","[8.96777585e-03 3.72106879e-05 1.81253269e-01 2.72010118e-02
 1.02738716e-01 3.72106879e-05 3.44980270e-01 1.34330578e-02
 9.33988299e-03 2.17347622e-01 3.72106879e-05 2.98057608e-02
 8.59566871e-03 5.62253520e-02]",2
Predictive modeling using shape statistics for interpretable and robust quality assurance of automated contours in radiation treatment planning.,"Zachary Wooten, Cenji Yu, Laurence Court, Christine Peterson",2023,10.1142/9789811270611_0036,36540994,"{57916883300: 'Zachary T. Wooten', 57223009783: 'Cenji Yu', 8904634300: 'Laurence Edward Court', 55567688100: 'Christine Burns Peterson'}","[4.5339439e-02 4.8699720e-05 7.8455254e-02 6.8666609e-03 2.2450570e-02
 4.8704588e-01 4.8699720e-05 3.5112496e-02 2.8294537e-02 2.9268531e-02
 2.3429435e-01 3.2677513e-02 4.8699720e-05 4.8699720e-05]",1
Diversity is key for cross-ancestry transferability of glaucoma genetic risk scores in Hispanic Veterans in the Million Veteran Program.,"Andrea R. Waksmunski, Tyler G. Kinzy, Lauren A. Cruz, Cari L. Nealon, Christopher W. Halladay, Scott A. Anthony, Paul B. Greenberg, Jack M. Sullivan, Wen-Chih Wu, Sudha K. Iyengar, Dana C. Crawford, Neal S. Peachey, Jessica N. Cooke Bailey, Consortium Author: VA Million Veteran Program",2023,10.1142/9789811270611_0038,36540996,"{57210221181: 'Andrea R. Waksmunski', 57205782819: 'Tyler G. Kinzy', 57900093800: 'Lauren A. Cruz', 57208400947: 'Cari L. Nealon', 57194457619: 'Christopher W. Halladay', 36241376600: 'Scott A. Anthony', 7102661751: 'Paul B. Greenberg', 56391710700: 'Jack M. Sullivan', 57371224800: 'Wenchih Wu', 7202158111: 'Sudha K. Iyengar', 7403085570: 'Dana C. Crawford', 7006520190: 'Neal S. Peachey', 55796183300: 'Jessica N. Cooke-Bailey'}","[7.1766903e-05 7.1766903e-05 1.0119133e-02 3.6601119e-03 6.8616331e-01
 1.5724128e-01 8.7627381e-02 7.1766903e-05 7.1766903e-05 7.1766903e-05
 2.4472512e-02 2.8778525e-02 1.5071048e-03 7.1766903e-05]",0
Predictive models for abdominal aortic aneurysms using polygenic scores and PheWAS-derived risk factors.,"Jacklyn N. Hellwege, Chad Dorn, Marguerite R. Irvin, Nita A. Limdi, James Cimino, T. Mark Beasley, Philip S. Tsao, Scott M. Damrauer, Dan M. Roden, Digna R. Velez Edwards, Wei-Qi Wei, Todd L. Edwards",2023,10.1142/9789811270611_0039,36540997,"{55171129800: 'Jacklyn N. Hellwege', 57221915579: 'Chad A. Dorn', 57212852696: 'Marguerite Ryan Irvin', 6506440008: 'Nita A. Limdi', 7006337145: 'James J. Cimino', 7005081980: 'Timothy Mark Beasley', 57210392592: 'Phillip S. Tsao', 8158497300: 'Scott M. Damrauer', 57532072500: 'Dan M. Roden', 57204661978: 'Digna R.Velez Edwards', 57212895740: 'Weiqi Wei', 57855755600: 'Todd L. Edwards'}","[6.4168380e-05 3.9142710e-03 2.5089834e-02 6.4168380e-05 4.8325202e-01
 1.9321099e-01 7.6424539e-02 6.4168380e-05 1.9892196e-03 6.4168380e-05
 5.9099074e-02 1.5663502e-01 6.4168380e-05 6.4168380e-05]",2
